smiles,D_smiles,A_smiles,D_HOMO,D_LUMO,A_HOMO,A_LUMO,D_A_H,D_A_L,initial,ground,change,overlap,distance,3d_overlap,3d_distance,3d_HOMO(a.u.),3d_LUMO(a.u.),3d_HOMO,3d_LUMO,HOMO,LUMO,AIE
C(=C/C1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1)\C1=C\N=C2\C=CC=C\C2=N/1,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,C12=NC=CN=C1C=CC=C2,-4.956011553,-0.323543498,-6.706520658,-1.939084079,1.750509105,1.615540581,531,543,12,0.543265153,5.993857,0.618938227,4.904724,-0.179204,-0.072307,-4.876391726,-1.9675747,-4.993346323,-2.051630714,0
N1(CC)C2=CC=CC=C2SC2=CC(/C=C/C3=C/N=C4/C=CC=C\C4=N/3)=CC=C12,CCN1C2=CC=CC=C2SC3=CC=CC=C13,C12=NC=CN=C1C=CC=C2,-4.866213947,-0.417694929,-6.706520658,-1.939084079,1.840306711,1.52138915,549,602,53,0.48704597,6.277838,0.557071122,5.246555,-0.17234,-0.071209,-4.689612676,-1.937696583,-4.932283941,-2.07993057,0
N#C-C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1(NC2=CC=CC=C2)=CC=CC=C1,N#C/C(C1=CC=CC=C1)=C(C2=CC=CC=C2)\C3=CC=CC=C3,-5.099687724,-0.141499259,-5.93426124,-1.909967885,0.834573515,1.768468626,500,551,51,0.504945333,5.078999,0.677693481,3.741603,-0.176151,-0.082893,-4.793315321,-2.25563458,-5.033020544,-1.842511105,1
N#C-C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(N(C2=CC=CC=C2)C2=CC=C(C)C=C2)C=C1,CC(C=C1)=CC=C1NC2=CC=CC=C2,N#C/C(C1=CC=CC=C1)=C(C2=CC=CC=C2)\C3=CC=CC=C3,-4.992746938,-0.0838111,-5.93426124,-1.909967885,0.941514302,1.826156786,503,549,46,0.496150359,5.176109,0.664734933,3.916193,-0.173983,-0.082079,-4.734321006,-2.233484501,-4.965808386,-1.816633064,1
N(/C1=C/C=C\C2=CC=CC=C12)(C1=CC=C(C(-C#N)=C(C2=CC=CC=C2)C2=CC=CC=C2)C=C1)C1=CC=CC=C1,C1(NC2=CC=CC=C2)=CC=CC3=CC=CC=C13,N#C/C(C1=CC=CC=C1)=C(C2=CC=CC=C2)\C3=CC=CC=C3,-5.255609023,-1.049815658,-5.93426124,-1.909967885,0.678652216,0.860152228,496,534,38,0.552400822,4.696726,0.686269603,3.659331,-0.172966,-0.081029,-4.706647012,-2.204912531,-5.055551583,-1.805013796,1
C1(C(C2=CC=CC=C2)=O)=CC=C2C(=C1)SC1=CC=CC=C1N2CC,CCN1C2=CC=CC=C2SC3=CC=CC=C13,O=CC1=CC=CC=C1,-4.866213947,-0.417694929,-6.944348259,-1.72683519,2.078134313,1.309140262,509,542,33,0.476589963,4.522694,0.490040193,4.407083,-0.178494,-0.060023,-4.857071632,-1.633309862,-5.099253092,-1.608493065,0
C(=C(/C#N)C#N)\C1=CC=C(N2C3=CC=CC=C3SC3=CC=CC=C23)C=C1,C12=CC=CC=C1SC3=CC=CC=C3N2,N#CCC#N,-4.68090434,-0.454702427,-8.471996031,-9.502763711,3.791091691,9.048061284,512,523,11,0.102453498,6.621305,0.4596411,5.426775,-0.193115,-0.106699,-5.254929511,-2.903429169,-5.319991968,-3.127297356,1
C1(C(=O)OC)=CC=C(/C(C#N)=C/C2=CC=C3C(=C2)SC2=CC=CC=C2N3CC)C=C1,CCN1C2=CC=CC=C2SC3=CC=CC=C13,O=C(OC)C1=CC=C(C=C1)CC#N,-4.866213947,-0.417694929,-7.006118128,-7.217822789,2.139904181,6.80012786,591,619,28,0.559771278,4.643671,0.594418879,4.195859,-0.185006,-0.087774,-5.034272268,-2.388453424,-5.178247786,-2.237783902,0
C(=C/C1=CC=C2C(=C1)SC1=CC(C3=CC=C(OC)C=C3)=CC=C1N2CC)\C(C1=CC=CC=C1)=O,COC(C=C1)=CC=C1C2=CC=C3C(SC4=CC=CC=C4N3CC)=C2,O=CC1=CC=CC=C1,-4.760905844,-0.634297641,-6.944348259,-1.72683519,2.183442415,1.092537549,597,608,11,0.498587398,5.496901,0.550125148,5.062771,-0.174845,-0.070937,-4.757777233,-1.930295082,-4.974543245,-1.841585918,1
C(=C/C1=CC=C2C(=C1)SC1=CC(Br)=CC=C1N2CC)\C(C1=CC=CC=C1)=O,BrC1=CC=C2C(SC3=CC=CC=C3N2CC)=C1,O=CC1=CC=CC=C1,-5.052067781,-0.690897344,-6.944348259,-1.72683519,1.892280478,1.035937846,627,636,9,0.526499318,4.790429,0.558511619,4.454895,-0.185413,-0.07489,-5.045347308,-2.037861746,-5.251555297,-1.956091489,1
[CH3]C1=CC(/C2=C/C=C3/C=C\C4=C\C=C/C5=CC=C2C3=C45)=CS1,C12=CC=CC(C2=C34)=CC=C4C=CC=C3C=C1,CC1=CC=CS1,-5.336971097,-1.499892148,-6.036848203,-0.13605698,0.699877105,-1.363835168,418,480,62,0.887397787,0.229253,0.878006053,0.32166,-0.179376,-0.05096,-4.881072086,-1.386692944,-5.209295993,-1.569635186,0
C1(CC)=CC(/C2=C/C=C3/C=C\C4=C\C=C/C5=CC=C2C3=C45)=CS1,C12=CC=CC(C2=C34)=CC=C4C=CC=C3C=C1,CCC1=CC=CS1,-5.336971097,-1.499892148,-6.009908921,-0.1072129,0.672937823,-1.392679247,414,482,68,0.886398927,0.258196,0.890339462,0.260321,-0.182889,-0.060974,-4.976665735,-1.659187904,-5.200234597,-1.561879937,0
C(C1=CC(/C2=C/C=C3/C=C\C4=C\C=C/C5=CC=C2C3=C45)=CS1)CC,C12=CC=CC(C2=C34)=CC=C4C=CC=C3C=C1,CCCC1=CC=CS1,-5.336971097,-1.499892148,-6.000657046,-0.09823314,0.663685948,-1.401659008,413,478,65,0.886455643,0.265955,0.877201597,0.348142,-0.17871,-0.050378,-4.862949294,-1.370855909,-5.196724326,-1.558396878,0
C(CCC1=CC(/C2=C/C=C3/C=C\C4=C\C=C/C5=CC=C2C3=C45)=CS1)CC,C12=CC=CC(C2=C34)=CC=C4C=CC=C3C=C1,CCCCCC1=CC=CS1,-5.336971097,-1.499892148,-5.991405171,-0.090341835,0.654434074,-1.409550313,416,481,65,0.886122745,0.271819,0.877453221,0.346378,-0.178692,-0.05032,-4.862459489,-1.369277648,-5.192288868,-1.554287957,0
C(CCCC1=CC(/C2=C/C=C3/C=C\C4=C\C=C/C5=CC=C2C3=C45)=CS1)CC,C12=CC=CC(C2=C34)=CC=C4C=CC=C3C=C1,CCCCCCC1=CC=CS1,-5.336971097,-1.499892148,-5.989772488,-0.088709151,0.65280139,-1.411182997,414,485,71,0.886903526,0.241486,0.878563431,0.32039,-0.179485,-0.051019,-4.884038129,-1.388298417,-5.207445618,-1.566315395,0
CCCN1C2=CC=CC=C2SC2=CC(C3=CC=C(C(=C(C4=CC=CC=C4)C4=CC=CC=C4)C4=CC=CC=C4)C=C3)=CC=C12,CCCN1C2=CC=CC=C2SC3=CC=CC=C13,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,-4.851247679,-0.413068991,-5.328263451,-1.217982085,0.477015772,0.804913094,475,519,44,0.462227872,7.607851,0.761149174,3.358851,-0.160724,-0.072615,-4.373525054,-1.975955811,-4.798567122,-1.315181385,1
ClC1=C\C=C2\SC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C4=CC=CC=C4)C=C3)=N\C2=C\1,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,ClC1=CC=C2SC=NC2=C1,-4.956011553,-0.323543498,-6.602301011,-1.337167999,1.646289458,1.013624501,507,526,19,0.629401084,4.402118,0.665954564,3.965803,-0.179894,-0.065952,-4.895167592,-1.794646253,-5.115171761,-2.00431009,0
CCN1C2=CC=CC=C2SC3=CC(/C=C/C4=NC5=CC(Cl)=CC=C5S4)=CC=C13,CCN1C2=CC=CC=C2SC3=CC=CC=C13,ClC1=CC=C2SC=NC2=C1,-4.866213947,-0.417694929,-6.602301011,-1.337167999,1.736087065,0.919473071,560,596,36,0.568545849,4.895316,0.761149174,3.358851,-0.173407,-0.064786,-4.71864724,-1.76291776,-5.060068676,-2.050079665,0
CCN1C2=CC=CC=C2SC2=CC(/C=C/C3=N/C4=CC=CC=C4\N=C3\C)=CC=C12,CCN1C2=CC=CC=C2SC3=CC=CC=C13,CC1=NC2=CC=CC=C2N=C1,-4.866213947,-0.417694929,-6.574817502,-1.759216751,1.708603555,1.341521823,501,570,69,0.492382358,6.469101,0.558872179,5.484653,-0.171582,-0.065388,-4.668986435,-1.779299023,-4.917344883,-1.938540136,0
CCCN1C2=CC=CC=C2SC2=CC(C3=CC=C(/C4=N/C5=CC=CC=C5S4)C=C3)=CC=C12,CCCN1C2=CC=CC=C2SC3=CC=CC=C13,C12=CC=CC=C1SC=N2,-4.851247679,-0.413068991,-6.470597855,-1.017434096,1.619350176,0.604365105,484,536,52,0.415206835,7.346468,0.532565047,5.884546,-0.169501,-0.052008,-4.612359511,-1.415210491,-4.926406279,-1.68438566,1
CCCN1C2=CC=CC=C2SC2=CC(C3=CC=CC(/C4=N/C5=CC=CC=C5S4)=C3)=CC=C12,CCCN1C2=CC=CC=C2SC3=CC=CC=C13,C12=CC=CC=C1SC=N2,-4.851247679,-0.413068991,-6.470597855,-1.017434096,1.619350176,0.604365105,440,486,46,0.213869378,7.39996,0.376734753,6.382206,-0.167496,-0.043376,-4.557800654,-1.180321686,-4.875602595,-1.570750854,1
CCCN1C2=CC=CC=C2SC2=CC(C3=CC=CC=C3/C3=N/C4=CC=CC=C4S3)=CC=C12,CCCN1C2=CC=CC=C2SC3=CC=CC=C13,C12=CC=CC=C1SC=N2,-4.851247679,-0.413068991,-6.470597855,-1.017434096,1.619350176,0.604365105,447,504,57,0.270190313,5.372701,0.410594478,4.410227,-0.162461,-0.047412,-4.420791255,-1.290146897,-4.785206324,-1.362502009,1
O=C1C2=CC=CC=C2OC(C3=CC=C(N4C(C=CC=C5)=C5SC6=C4C=CC=C6)C=C3)=C1,C1(NC(C=CC=C2)=C2S3)=C3C=CC=C1,O=C1C2=CC=CC=C2OC=C1,-4.68090434,-0.454702427,-6.577266527,-1.514586301,1.896362187,1.059883874,475,569,94,0.112503673,7.077338,0.421295608,5.900143,-0.181068,-0.072165,-4.927113775,-1.963710681,-5.106709015,-2.042923066,1
CCN1C2=CC=CC=C2SC2=CC(/C=C/C3=CC=C(S(C4=CC=C(Br)C=C4)(=O)=O)C=C3)=CC=C12,CCN1C2=CC=CC=C2SC3=CC=CC=C13,BrC(C=C1)=CC=C1S(C2=CC=CC=C2)(=O)=O,-4.866213947,-0.417694929,-7.020812282,-1.602751224,2.154598335,1.185056296,548,601,53,0.521681255,6.118179,0.577969814,5.243542,-0.175195,-0.070522,-4.767301223,-1.919002351,-5.029673542,-1.984908362,0
CCCCCCCCN1C2=CC=CC=C2SC2=CC(/C=C/C3=CC=C(S(C4=CC=CC=C4)(=O)=O)C=C3)=CC=C12,CCCCCCCCN1C2=CC=CC=C2SC3=CC=CC=C13,O=S(C1=CC=CC=C1)(C2=CC=CC=C2)=O,-4.836825639,-0.401912319,-7.120405991,-1.378529321,2.283580352,0.976617002,555,580,25,0.542005513,5.7261,0.595598885,4.900827,-0.172247,-0.065785,-4.687082016,-1.790101949,-4.956229973,-1.87097423,0
CC1=CC=C(/C2=C/C=C(/C3=CC=C(C(=C(C4=CC=CC=C4)C4=CC=CC=C4)C4=CC=CC=C4)C=C3)C3=NSN=C23)C=C1,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,CC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,-5.328263451,-1.217982085,-5.923920909,-2.318955167,0.595657458,1.100973082,471,534,63,0.464566677,5.755413,0.639928835,4.729719,-0.168183,-0.09302,-4.576494886,-2.531204428,-5.238820362,-2.339908286,1
C(=C/C1=C2C(=C\C3=CC=CC=C13)/C=CC=C/2)\C1=C\N=C2\C=CC=C\C2=C/1,C12=CC3=CC=CC=C3C=C1C=CC=C2,C12=NC=CC=C1C=CC=C2,-5.239282186,-1.64846637,-6.302159314,-1.39975421,1.062877128,-0.248712159,492,508,16,0.821479672,1.626155,0.856131454,0.682601,-0.177564,-0.078936,-4.83176503,-2.14795907,-5.158601155,-2.024881908,0
C(=C/C1=C2C(=C\C3=CC=CC=C13)/C=CC=C/2)\C1=C\N=C2\C=CC=C\C2=N/1,C12=CC3=CC=CC=C3C=C1C=CC=C2,C12=NC=CN=C1C=CC=C2,-5.239282186,-1.64846637,-6.706520658,-1.939084079,1.467238472,0.290617709,519,547,28,0.663829557,3.555106,0.815802047,1.221492,-0.181342,-0.084573,-4.934569699,-2.301349732,-5.182302284,-2.256641402,0
C12=CC=CC=C1SC(C3=CC=C(C=C3)C4=CC=C(C=C4)N(C5=CC=CC=C5)C6=CC=CC=C6)=N2,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,C12=CC=CC=C1SC=N2,-4.956011553,-0.323543498,-6.469781513,-1.017978324,1.513769959,0.694434826,454,456,2,0.462066456,7.359871,0.586726068,5.711613,-0.17742,-0.05359,-4.827846588,-1.458258926,-5.008530284,-1.67856242,0
N#C/C(C1=CC=CC=C1)=C\C2=CC3=C(C=C2)N(C4=CC=CC=C4)C5=CC=CC=C53,C12=C(N(C3=CC=CC=C32)C4=CC=CC=C4)C=CC=C1,N#CCC1=CC=CC=C1,-5.340508579,-0.66994457,-6.673322755,-1.816360683,1.332814176,1.146416113,452,507,55,0.706848071,2.347423,0.744828587,1.88612,-0.197838,-0.074188,-5.383448953,-2.018759343,-5.385734711,-1.814918746,1
CC(C=C1)=CC=C1/C(C#N)=C/C2=CC3=C(C=C2)N(C4=CC=CC=C4)C5=CC=CC=C53,C12=C(N(C3=CC=CC=C32)C4=CC=CC=C4)C=CC=C1,CC1=CC=C(CC#N)C=C1,-5.340508579,-0.66994457,-6.444474915,-1.731461127,1.103966336,1.061516558,462,581,119,0.723,1.970937,0.760187808,1.525212,-0.195136,-0.072158,-5.30992375,-1.963520201,-5.324726752,-1.762754492,1
CCN1C2=CC=CC=C2SC3=C1C=CC(/C=C/C4=NC(C=CC=C5)=C5O4)=C3,CCN1C2=CC=CC=C2SC3=CC=CC=C13,C1(N=CO2)=C2C=CC=C1,-4.866213947,-0.417694929,-6.575633843,-0.7874978,1.709419897,0.369802872,537,567,30,0.618622465,3.895562,0.665613721,3.103165,-0.170848,-0.061077,-4.649013267,-1.661990678,-4.962270175,-1.78316278,0
CCN1C2=CC=C(Br)C=C2SC3=C1C=CC(/C=C/C4=NC(C=CC=C5)=C5O4)=C3,CCN1C2=CC=C(C=C2SC3=C1C=CC=C3)Br,C1(N=CO2)=C2C=CC=C1,-5.051795667,-0.691169458,-6.575633843,-0.7874978,1.523838176,0.096328342,529,557,28,0.640483908,3.680246,0.687926705,2.814488,-0.176375,-0.065467,-4.799410675,-1.781448724,-5.108667485,-1.889831452,0
O=C(/C(C#N)=C/C(C=C1)=CC=C1N(C2=CC=CC=C2)C3=CC=CC=C3)OCC,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,O=C(OCC)CC#N,-4.956011553,-0.323543498,-7.915502204,-0.263949848,2.959490651,-0.05959365,506,548,42,0.611529998,3.451228,0.600817129,3.599114,-0.198226,-0.09078,-5.394006976,-2.470250892,-5.384046813,-2.156503133,0
O=C(/C(C#N)=C/C(C(OC)=C1)=CC=C1N(C2=CC=C(OC)C=C2)C3=CC=CC=C3)OCC,COC1=CC(N(C2=CC=CC=C2)C3=CC=C(C=C3)OC)=CC=C1,O=C(OCC)CC#N,-4.753558767,-0.276467783,-7.915502204,-0.263949848,3.161943437,-0.012517935,547,570,23,0.619107582,3.350935,0.599088347,3.628197,-0.19081,-0.08201,-5.192207234,-2.231606914,-5.177784431,-1.869150791,0
C1(N(C2=C[N+]([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C5=C6C=CC=C5)=C6C=C2)C(C=CC=C7)=C7S8)=C8C=CC=C1,C12=C(C=CC=C2)SC3=C(C=CC=C3)N1,[N+]1(C=CC=C2)=C2C(C=CC=C3)=C3[B-]1(C4=CC=CC=C4)C5=CC=CC=C5,-4.68090434,-0.454702427,-5.854803963,-1.875137298,1.173899623,1.420434871,423,559,136,0.136702604,5.017487,0.424734783,4.252507,-0.184812,-0.0636,-5.028993257,-1.73064504,-5.31963822,-2.058596833,1
C1(N(C2=CC=C(C3=C[N+]([B-](C4=CC=CC=C4)(C5=CC=CC=C5)C6=C7C=CC=C6)=C7C=C3)C=C2)C(C=CC=C8)=C8S9)=C9C=CC=C1,C12=C(C=CC=C2)SC3=C(C=CC=C3)N1,[N+]1(C=CC=C2)=C2C(C=CC=C3)=C3[B-]1(C4=CC=CC=C4)C5=CC=CC=C5,-4.68090434,-0.454702427,-5.854803963,-1.875137298,1.173899623,1.420434871,484,557,73,0.076648394,8.744124,0.387319267,7.177383,-0.179909,-0.070612,-4.895575763,-1.921451377,-5.102981053,-2.091087244,1
BrC1=CC=CC(C2=CC=C(N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)C=C2)=N1,COC1=CC(N(C2=CC=CC=C2)C3=CC=C(C=C3)OC)=CC=C1,BrC1=CC=CC=N1,-4.753558767,-0.276467783,-6.934280043,-1.043012809,2.180721275,0.766545025,448,486,38,0.546404896,4.627403,0.574451852,4.188122,-0.170857,-0.042297,-4.64925817,-1.150960586,-4.756279907,-1.217982085,1
CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C4=CC5=NC(C6=CC=C(C#N)C=C6)=C(C7=CC=C(C#N)C=C7)N=C5C=C4,CC(C)(C1=C(N2)C=CC=C1)C3=C2C=CC=C3,N#CC(C=C1)=CC=C1C(N=C2C=CC=CC2=N3)=C3C4=CC=C(C=C4)C#N,-4.891792659,-0.080273618,-6.765297274,-2.608756535,1.873504615,2.528482916,572,610,38,0.125501603,6.089541,0.486467726,4.722954,-0.196788,-0.09281,-5.354876983,-2.525490034,-5.184669676,-2.760079513,1
FC1=CC2=NC(C3=CC=C(C#N)C=C3)=C(C4=CC=C(C#N)C=C4)N=C2C=C1N5C(C=CC=C6)=C6C(C)(C)C7=C5C=CC=C7,CC(C)(C1=C(N2)C=CC=C1)C3=C2C=CC=C3,N#CC(C=C1)=CC=C1C(N=C2C=CC=CC2=N3)=C3C4=CC=C(C=C4)C#N,-4.891792659,-0.080273618,-6.791420214,-2.721411714,1.899627555,2.641138096,562,620,58,0.129015054,6.071191,0.48665686,4.850711,-0.197239,-0.104881,-5.367149325,-2.853958843,-5.26812704,-2.82900599,1
O=S(C(C=C1)=CC=C1C2=C(C(O/C2=C\C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=O)C6=CC=CC=C6)(C)=O,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,O=S(C1=CC=C(C2=C(C3=CC=CC=C3)C(OC2)=O)C=C1)(C)=O,-4.956011553,-0.323543498,-6.54678832,-2.359227513,1.590776767,2.035684015,626,658,32,0.541233496,4.898352,0.625403301,3.635189,-0.188078,-0.110957,-5.117865689,-3.01929531,-5.274793833,-2.505054273,1
F[B-]1(F)OC(C2=CC=C(N3C(C=CC=C4)=C4C5=C3C=CC=C5)C=C2)=NC6=[N+]1C(C=CC=C7)=C7S6,C1(NC2=C3C=CC=C2)=C3C=CC=C1,F[B-]1(OC=NC2=[N+]1C3=C(S2)C=CC=C3)F,-5.458878152,-0.663958062,-6.838495929,-2.246572854,1.379617777,1.582614791,498,514,16,0.366815117,6.432866,0.421957521,5.997352,-0.213194,-0.090087,-5.801307212,-2.451393392,-5.584568411,-2.449325325,1
CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C4=CC5=C(N=C4)N=C(C6=CC=CC=N6)C(C7=CC=CC=N7)=N5,CC(C)(C1=C(N2)C=CC=C1)C3=C2C=CC=C3,C12=C(N=C(C(C3=CC=CC=N3)=N2)C4=CC=CC=N4)N=CC=C1,-4.891792659,-0.080273618,-6.446651826,-2.192422176,1.554859167,2.112148558,554,608,54,0.157979772,5.404065,0.501802567,3.959212,-0.188837,-0.077596,-5.138519142,-2.111495794,-5.057129844,-2.420590087,1
C1(C2=NC3=C(C=CC(N4C(C=CC=C5)=C5OC6=C4C=CC=C6)=C3)N=C2C7=CC=CC=N7)=CC=CC=N1,C1(NC(C=CC=C2)=C2O3)=C3C=CC=C1,C1(C2=NC3=C(N=C2C4=CC=CC=N4)C=CC=C3)=CC=CC=N1,-4.691516784,-0.244902564,-6.315220784,-1.977452147,1.623703999,1.732549583,589,616,27,0.126390033,5.944488,0.442972852,4.581703,-0.175227,-0.070682,-4.768171988,-1.923356175,-4.708279696,-2.231035475,1
C1(C2=NC3=C(N=CC(N4C(C=CC=C5)=C5OC6=C4C=CC=C6)=C3)N=C2C7=CC=CC=N7)=CC=CC=N1,C1(NC(C=CC=C2)=C2O3)=C3C=CC=C1,C1(C2=NC3=C(N=C2C4=CC=CC=N4)N=CC=C3)=CC=CC=N1,-4.691516784,-0.244902564,-6.446651826,-2.192422176,1.755135042,1.947519612,628,682,54,0.166848768,5.607114,0.469480561,4.369279,-0.180127,-0.079182,-4.901507848,-2.154653075,-4.830377248,-2.480536801,1
N#CC(C(C=CC(C1=CC=C(OC)C=C1)=C2)=C2O3)=C3C4=CC=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)C=C4,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,N#CC1=COC2=C1C=CC(C3=CC=C(C=C3)OC)=C2,-5.328263451,-1.217982085,-5.784870676,-1.376624524,0.456607225,0.158642439,481,500,19,0.742202381,0.77245,0.857597624,0.086459,-0.175307,-0.087753,-4.7703489,-2.387881984,-5.328890096,-1.991439098,1
O=C1N(C2CCCC3=C2C=CC=C3)C(C4=CC=C(N5C(C=CC=C6)=C6SC7=C5C=CC=C7)C=C41)=O,C12=C(C=CC=C2)SC3=C(C=CC=C3)N1,O=C1N(C(C2=CC=CC=C21)=O)C3CCCC4=C3C=CC=C4,-4.68090434,-0.454702427,-6.326377456,-2.174734768,1.645473116,1.720032341,479,618,139,0.109088188,5.605265,0.385357732,4.946502,-0.185095,-0.089994,-5.036694083,-2.448862732,-5.195471838,-2.413378711,1
